sample,time_s,rpm,crank_phase_deg,cylinder,bank
59537,1.350045351,5972.415,504.564880,8,B
59625,1.352040816,5975.079,576.087463,4,A
59714,1.354058957,5977.776,648.455261,9,B
59802,1.356054422,5980.446,0.042100,0,A
59891,1.358072562,5983.149,72.474937,5,B
59979,1.360068027,5985.826,144.126129,1,A
60068,1.362086168,5988.535,216.624130,6,B
60156,1.364081633,5991.217,288.339844,2,A
60244,1.366077098,5993.902,360.087677,7,B
60333,1.368095238,5996.621,432.683533,3,A
60421,1.370090703,5999.312,504.496094,8,B
60509,1.372086168,6002.006,576.340881,4,A
60597,1.374081633,6004.703,648.217957,9,B
60685,1.376077098,6007.402,0.127354,0,A
60773,1.378072562,6010.105,72.069077,5,B
60861,1.380068027,6012.811,144.043182,1,A
60949,1.382063492,6015.520,216.049698,6,B
61037,1.384058957,6018.231,288.088654,2,A
61125,1.386054422,6020.946,360.160126,7,B
61213,1.388049887,6023.664,432.264099,3,A
61301,1.390045351,6026.384,504.400604,8,B
61389,1.392040816,6029.108,576.569702,4,A
61477,1.394036281,6031.834,648.771484,9,B
61564,1.396009070,6034.533,0.184838,0,A
61652,1.398004535,6037.265,72.451561,5,B
61740,1.400000000,6040.000,144.751022,1,A
61827,1.401972789,6042.707,216.261093,6,B
61915,1.403968254,6045.448,288.625732,2,A
62002,1.405941043,6048.161,360.200348,7,B
62090,1.407936508,6050.907,432.630341,3,A
62177,1.409909297,6053.626,504.269592,8,B
62265,1.411904762,6056.379,576.765015,4,A
62352,1.413877551,6059.103,648.469055,9,B
62439,1.415850340,6061.830,0.205396,0,A
62527,1.417845805,6064.591,72.799118,5,B
62614,1.419818594,6067.324,144.600433,1,A
62701,1.421791383,6070.059,216.434097,6,B
62788,1.423764172,6072.798,288.300171,2,A
62875,1.425736961,6075.539,360.198669,7,B
62962,1.427709751,6078.283,432.129639,3,A
63049,1.429682540,6081.029,504.093109,8,B
63136,1.431655329,6083.779,576.089111,4,A
63223,1.433628118,6086.532,648.117676,9,B
63310,1.435600907,6089.287,0.178801,0,A
63397,1.437573696,6092.045,72.272583,5,B
63484,1.439546485,6094.806,144.399033,1,A
63571,1.441519274,6097.570,216.558182,6,B
63658,1.443492063,6100.336,288.750061,2,A
63744,1.445442177,6103.074,360.144348,7,B
63831,1.447414966,6105.846,432.401398,3,A
63918,1.449387755,6108.621,504.691284,8,B
64004,1.451337868,6111.366,576.182556,4,A
64091,1.453310658,6114.147,648.537781,9,B
64177,1.455260771,6116.898,0.093769,0,A
64264,1.457233560,6119.684,72.514542,5,B
64350,1.459183673,6122.441,144.135330,1,A
64437,1.461156463,6125.232,216.621735,6,B
64523,1.463106576,6127.995,288.307465,2,A
64609,1.465056689,6130.759,360.025543,7,B
64696,1.467029478,6133.559,432.610474,3,A
64782,1.468979592,6136.329,504.393677,8,B
64868,1.470929705,6139.103,576.209290,4,A
64954,1.472879819,6141.878,648.057434,9,B
65041,1.474852608,6144.688,0.774010,0,A
65127,1.476802721,6147.470,72.687508,5,B
65213,1.478752834,6150.254,144.633560,1,A
65299,1.480702948,6153.040,216.612198,6,B
65385,1.482653061,6155.829,288.623474,2,A
65471,1.484603175,6158.621,360.667358,7,B
65557,1.486553288,6161.416,432.743958,3,A
65642,1.488480726,6164.181,504.014618,8,B
65728,1.490430839,6166.980,576.156311,4,A
65814,1.492380952,6169.783,648.330750,9,B
65900,1.494331066,6172.588,0.537987,0,A
65986,1.496281179,6175.396,72.778084,5,B
66071,1.498208617,6178.174,144.210480,1,A
66157,1.500158730,6180.987,216.515961,6,B
66242,1.502086168,6183.771,288.013031,2,A
66328,1.504036281,6186.589,360.384033,7,B
66414,1.505986395,6189.410,432.788025,3,A
66499,1.507913832,6192.201,504.382568,8,B
66584,1.509841270,6194.994,576.009399,4,A
66670,1.511791383,6197.823,648.511780,9,B
66755,1.513718821,6200.622,0.203655,0,A
66841,1.515668934,6203.457,72.771919,5,B
66926,1.517596372,6206.260,144.528976,1,A
67011,1.519523810,6209.067,216.318466,6,B
67096,1.521451247,6211.876,288.140442,2,A
67182,1.523401361,6214.721,360.840424,7,B
67267,1.525328798,6217.535,432.727814,3,A
67352,1.527256236,6220.352,504.647766,8,B
67437,1.529183673,6223.171,576.600281,4,A
67522,1.531111111,6225.993,648.585449,9,B
67607,1.533038549,6228.817,0.603237,0,A
67692,1.534965986,6231.645,72.653717,5,B
67777,1.536893424,6234.474,144.736908,1,A
67861,1.538798186,6237.273,216.004211,6,B
67946,1.540725624,6240.107,288.152527,2,A
68031,1.542653061,6242.945,360.333618,7,B
68116,1.544580499,6245.784,432.547546,3,A
68201,1.546507937,6248.627,504.794342,8,B
68285,1.548412698,6251.438,576.223450,4,A
68370,1.550340136,6254.285,648.535645,9,B
68454,1.552244898,6257.102,0.029504,0,A
68539,1.554172336,6259.954,72.407234,5,B
68624,1.556099773,6262.809,144.817963,1,A
68708,1.558004535,6265.633,216.409241,6,B
68792,1.559909297,6268.459,288.032806,2,A
68877,1.561836735,6271.322,360.541962,7,B
68961,1.563741497,6274.153,432.230560,3,A
69046,1.565668934,6277.021,504.805573,8,B
69130,1.567573696,6279.856,576.559326,4,A
69214,1.569478458,6282.695,648.345520,9,B
69298,1.571383220,6285.536,0.164192,0,A
69382,1.573287982,6288.380,72.015327,5,B
69467,1.575215420,6291.260,144.754929,1,A
69551,1.577120181,6294.108,216.671509,6,B
69635,1.579024943,6296.959,288.620667,2,A
69719,1.580929705,6299.812,360.602386,7,B
69803,1.582834467,6302.668,432.616760,3,A
69887,1.584739229,6305.526,504.663757,8,B
69971,1.586643991,6308.387,576.743469,4,A
70055,1.588548753,6311.250,648.855896,9,B
70138,1.590430839,6314.081,0.141937,0,A
70222,1.592335601,6316.949,72.319443,5,B
70306,1.594240363,6319.819,144.529739,1,A
70390,1.596145125,6322.692,216.772858,6,B
70473,1.598027211,6325.533,288.188202,2,A
70557,1.599931973,6328.410,360.496643,7,B
70641,1.601836735,6331.290,432.837982,3,A
70724,1.603718821,6334.138,504.350433,8,B
70808,1.605623583,6337.023,576.757263,4,A
70891,1.607505669,6339.875,648.334534,9,B
70975,1.609410431,6342.765,0.806942,0,A
71058,1.611292517,6345.623,72.449051,5,B
71141,1.613174603,6348.482,144.123444,1,A
71225,1.615079365,6351.379,216.694275,6,B
71308,1.616961451,6354.243,288.433685,2,A
71391,1.618843537,6357.110,360.205475,7,B
71474,1.620725624,6359.979,432.009644,3,A
71558,1.622630385,6362.886,504.711914,8,B
71641,1.624512472,6365.759,576.581360,4,A
71724,1.626394558,6368.636,648.483215,9,B
71807,1.628276644,6371.514,0.417592,0,A
71890,1.630158730,6374.395,72.384483,5,B
71973,1.632040816,6377.278,144.383911,1,A
72056,1.633922902,6380.164,216.415924,6,B
72139,1.635804989,6383.051,288.480530,2,A
72222,1.637687075,6385.941,360.577759,7,B
72305,1.639569161,6388.833,432.707611,3,A
72387,1.641428571,6391.693,504.000549,8,B
72470,1.643310658,6394.590,576.195435,4,A
72553,1.645192744,6397.489,648.422974,9,B
72636,1.647074830,6400.391,0.683333,0,A
72718,1.648934240,6403.260,72.105255,5,B
72801,1.650816327,6406.166,144.430771,1,A
72884,1.652698413,6409.074,216.789139,6,B
72966,1.654557823,6411.950,288.307953,2,A
73049,1.656439909,6414.863,360.731659,7,B
73131,1.658299320,6417.743,432.315094,3,A
73214,1.660181406,6420.661,504.804260,8,B
73296,1.662040816,6423.545,576.452393,4,A
73378,1.663900227,6426.432,648.132751,9,B
73461,1.665782313,6429.356,0.720028,0,A
73543,1.667641723,6432.248,72.465225,5,B
73625,1.669501134,6435.141,144.242691,1,A
73707,1.671360544,6438.037,216.052444,6,B
73790,1.673242630,6440.970,288.770844,2,A
73872,1.675102041,6443.870,360.645660,7,B
73954,1.676961451,6446.772,432.552826,3,A
74036,1.678820862,6449.677,504.492401,8,B
74118,1.680680272,6452.583,576.464417,4,A
74200,1.682539683,6455.493,648.468811,9,B
74282,1.684399093,6458.404,0.505724,0,A
74364,1.686258503,6461.317,72.575111,5,B
74446,1.688117914,6464.232,144.677017,1,A
74528,1.689977324,6467.150,216.811462,6,B
74609,1.691814059,6470.035,288.098175,2,A
74691,1.693673469,6472.957,360.297394,7,B
74773,1.695532880,6475.881,432.529205,3,A
74855,1.697392290,6478.808,504.793640,8,B
74936,1.699229025,6481.700,576.208862,4,A
75018,1.701088435,6484.631,648.538269,9,B
75099,1.702925170,6487.528,0.017717,0,A
75181,1.704784580,6490.464,72.412155,5,B
75263,1.706643991,6493.401,144.839355,1,A
75344,1.708480726,6496.305,216.415482,6,B
75425,1.710317460,6499.210,288.023621,2,A
75507,1.712176871,6502.154,360.548431,7,B
75588,1.714013605,6505.063,432.221039,3,A
75670,1.715873016,6508.012,504.811188,8,B
75751,1.717709751,6510.926,576.548401,4,A
75832,1.719546485,6513.842,648.317749,9,B
75913,1.721383220,6516.761,0.119200,0,A
75995,1.723242630,6519.717,72.839890,5,B
76076,1.725079365,6522.640,144.706131,1,A
76157,1.726916100,6525.564,216.604599,6,B
76238,1.728752834,6528.492,288.535309,2,A
76319,1.730589569,6531.420,360.498291,7,B
76400,1.732426304,6534.352,432.493561,3,A
76481,1.734263039,6537.285,504.521149,8,B
76562,1.736099773,6540.220,576.581055,4,A
76643,1.737936508,6543.157,648.673340,9,B
76724,1.739773243,6546.096,0.797980,0,A
76804,1.741587302,6549.001,72.064011,5,B
76885,1.743424036,6551.945,144.253098,1,A
76966,1.745260771,6554.890,216.474625,6,B
77047,1.747097506,6557.838,288.728638,2,A
77127,1.748911565,6560.751,360.122528,7,B
77208,1.750748299,6563.703,432.441132,3,A
77289,1.752585034,6566.656,504.792297,8,B
77369,1.754399093,6569.576,576.282166,4,A
77450,1.756235828,6572.534,648.698120,9,B
77530,1.758049887,6575.457,0.251983,0,A
77611,1.759886621,6578.419,72.732727,5,B
77691,1.761700680,6581.347,144.350693,1,A
77771,1.763514739,6584.276,216.000534,6,B
77852,1.765351474,6587.244,288.578491,2,A
77932,1.767165533,6590.177,360.292542,7,B
78012,1.768979592,6593.113,432.038544,3,A
78093,1.770816327,6596.087,504.713928,8,B
78173,1.772630385,6599.026,576.524292,4,A
78253,1.774444444,6601.968,648.366638,9,B
78333,1.776258503,6604.911,0.240983,0,A
78413,1.778072562,6607.856,72.147400,5,B
78493,1.779886621,6610.804,144.085892,1,A
78573,1.781700680,6613.753,216.056473,6,B
78653,1.783514739,6616.705,288.059143,2,A
78733,1.785328798,6619.658,360.093994,7,B
78813,1.787142857,6622.613,432.160950,3,A
78893,1.788956916,6625.570,504.260132,8,B
78973,1.790770975,6628.529,576.391479,4,A
79053,1.792585034,6631.491,648.555054,9,B
79133,1.794399093,6634.454,0.750875,0,A
79212,1.796190476,6637.382,72.075905,5,B
79292,1.798004535,6640.349,144.335861,1,A
79372,1.799818594,6643.318,216.628128,6,B
79451,1.801609977,6646.252,288.048462,2,A
79531,1.803424036,6649.225,360.404999,7,B
79611,1.805238095,6652.200,432.793915,3,A
79690,1.807029478,6655.139,504.309753,8,B
79770,1.808843537,6658.118,576.763062,4,A
79849,1.810634921,6661.062,648.342529,9,B
79929,1.812448980,6664.044,0.860292,0,A
80008,1.814240363,6666.991,72.503471,5,B
80087,1.816031746,6669.940,144.178329,1,A
80167,1.817845805,6672.929,216.792786,6,B
80246,1.819637188,6675.882,288.531494,2,A
80325,1.821428571,6678.836,360.301941,7,B
80404,1.823219955,6681.793,432.104187,3,A
80484,1.825034014,6684.789,504.847687,8,B
80563,1.826825397,6687.750,576.713928,4,A
80642,1.828616780,6690.712,648.611938,9,B
80721,1.830408163,6693.676,0.541869,0,A
80800,1.832199546,6696.643,72.503647,5,B
80879,1.833990930,6699.610,144.497314,1,A
80958,1.835782313,6702.580,216.522888,6,B
81037,1.837573696,6705.552,288.580414,2,A
81116,1.839365079,6708.525,360.669861,7,B
81195,1.841156463,6711.501,432.791290,3,A
81273,1.842925170,6714.440,504.031189,8,B
81352,1.844716553,6717.420,576.216187,4,A
81431,1.846507937,6720.401,648.433289,9,B
81510,1.848299320,6723.384,0.682383,0,A
81588,1.850068027,6726.331,72.048416,5,B
81667,1.851859410,6729.317,144.361282,1,A
81746,1.853650794,6732.306,216.706253,6,B
81824,1.855419501,6735.258,288.166992,2,A
81903,1.857210884,6738.250,360.575836,7,B
81981,1.858979592,6741.206,432.099701,3,A
82060,1.860770975,6744.202,504.572479,8,B
82138,1.862539683,6747.162,576.159485,4,A
82217,1.864331066,6750.161,648.696350,9,B
82295,1.866099773,6753.124,0.346626,0,A
82373,1.867868481,6756.089,72.028366,5,B
82452,1.869659864,6759.094,144.661179,1,A
82530,1.871428571,6762.062,216.406296,6,B
82608,1.873197279,6765.033,288.182922,2,A
82687,1.874988662,6768.043,360.911896,7,B
82765,1.876757370,6771.017,432.752014,3,A
82843,1.878526077,6773.993,504.623688,8,B
82921,1.880294785,6776.971,576.526978,4,A
82999,1.882063492,6779.950,648.461853,9,B
83077,1.883832200,6782.931,0.428342,0,A
83155,1.885600907,6785.914,72.426491,5,B
83233,1.887369615,6788.898,144.456299,1,A
83311,1.889138322,6791.884,216.517807,6,B
83389,1.890907029,6794.873,288.610992,2,A
83467,1.892675737,6797.862,360.735931,7,B
83545,1.894444444,6800.854,432.892578,3,A
83622,1.896190476,6803.809,504.155304,8,B
83700,1.897959184,6806.805,576.375061,4,A
83778,1.899727891,6809.801,648.626648,9,B
83856,1.901496599,6812.800,0.910052,0,A
83933,1.903242630,6815.762,72.297958,5,B
84011,1.905011338,6818.764,144.644623,1,A
84088,1.906757370,6821.729,216.095016,6,B
84166,1.908526077,6824.735,288.505035,2,A
84243,1.910272109,6827.704,360.018005,7,B
84321,1.912040816,6830.712,432.491425,3,A
84398,1.913786848,6833.685,504.067047,8,B
84476,1.915555556,6836.697,576.604004,4,A
84553,1.917301587,6839.673,648.242310,9,B
84631,1.919070295,6842.689,0.842797,0,A
84708,1.920816327,6845.667,72.543915,5,B
84785,1.922562358,6848.648,144.276245,1,A
84862,1.924308390,6851.631,216.039810,6,B
84940,1.926077098,6854.653,288.767242,2,A
85017,1.927823129,6857.640,360.593750,7,B
85094,1.929569161,6860.626,432.451508,3,A
85171,1.931315193,6863.616,504.340607,8,B
85248,1.933061224,6866.606,576.261047,4,A
85325,1.934807256,6869.599,648.212769,9,B
85402,1.936553288,6872.593,0.195891,0,A
85479,1.938299320,6875.589,72.210381,5,B
85556,1.940045351,6878.586,144.256256,1,A
85633,1.941791383,6881.585,216.333542,6,B
85710,1.943537415,6884.586,288.442261,2,A
85787,1.945283447,6887.588,360.582428,7,B
85864,1.947029478,6890.592,432.754059,3,A
85940,1.948752834,6893.559,504.019257,8,B
86017,1.950498866,6896.566,576.253479,4,A
86094,1.952244898,6899.575,648.519165,9,B
86171,1.953990930,6902.586,0.816397,0,A
86247,1.955714286,6905.560,72.205650,5,B
86324,1.957460317,6908.573,144.565598,1,A
86400,1.959183673,6911.550,216.016769,6,B
86477,1.960929705,6914.567,288.439484,2,A
86554,1.962675737,6917.585,360.893829,7,B
86630,1.964399093,6920.567,432.438202,3,A
86706,1.966122449,6923.550,504.013428,8,B
86783,1.967868481,6926.573,576.561890,4,A
86859,1.969591837,6929.559,648.199280,9,B
86936,1.971337868,6932.586,0.810703,0,A
87012,1.973061224,6935.576,72.510246,5,B
87088,1.974784580,6938.566,144.240707,1,A
87164,1.976507937,6941.559,216.002106,6,B
87241,1.978253968,6944.592,288.739288,2,A
87317,1.979977324,6947.588,360.563019,7,B
87393,1.981700680,6950.585,432.417694,3,A
87469,1.983424036,6953.584,504.303406,8,B
87545,1.985147392,6956.584,576.220154,4,A
87621,1.986870748,6959.586,648.167847,9,B
87697,1.988594104,6962.589,0.146673,0,A
87773,1.990317460,6965.595,72.156532,5,B
87849,1.992040816,6968.602,144.197479,1,A
87925,1.993764172,6971.609,216.269516,6,B
88001,1.995487528,6974.619,288.372681,2,A
88077,1.997210884,6977.630,360.506958,7,B
88153,1.998934240,6980.644,432.672394,3,A
88229,2.000657596,6983.658,504.868958,8,B
88304,2.002358277,6986.634,576.146179,4,A
88380,2.004081633,6989.652,648.404724,9,B
88456,2.005804989,6992.671,0.694484,0,A
88531,2.007505669,6995.651,72.063675,5,B
88607,2.009229025,6998.673,144.415497,1,A
88683,2.010952381,7001.697,216.798569,6,B
88758,2.012653061,7004.683,288.259888,2,A
88834,2.014376417,7007.709,360.705109,7,B
88909,2.016077098,7010.698,432.227814,3,A
88985,2.017800454,7013.728,504.735260,8,B
89060,2.019501134,7016.720,576.319397,4,A
89136,2.021224490,7019.752,648.889099,9,B
89211,2.022925170,7022.747,0.534694,0,A
89286,2.024625850,7025.743,72.210861,5,B
89362,2.026349206,7028.780,144.873917,1,A
89437,2.028049887,7031.779,216.611664,6,B
89512,2.029750567,7034.780,288.380035,2,A
89587,2.031451247,7037.782,360.179016,7,B
89662,2.033151927,7040.785,432.008636,3,A
89738,2.034875283,7043.830,504.827271,8,B
89813,2.036575964,7046.837,576.718628,4,A
89888,2.038276644,7049.845,648.640686,9,B
89963,2.039977324,7052.854,0.593421,0,A
90038,2.041678005,7055.865,72.576881,5,B
90113,2.043378685,7058.877,144.591080,1,A
90188,2.045079365,7061.892,216.636017,6,B
90263,2.046780045,7064.907,288.711731,2,A
90338,2.048480726,7067.924,360.818207,7,B
90413,2.050181406,7070.942,432.955475,3,A
90487,2.051859410,7073.921,504.161102,8,B
90562,2.053560091,7076.942,576.359619,4,A
90637,2.055260771,7079.965,648.588928,9,B
90712,2.056961451,7082.989,0.849084,0,A
90786,2.058639456,7085.975,72.176041,5,B
90861,2.060340136,7089.001,144.497543,1,A
90936,2.062040816,7092.029,216.849945,6,B
91010,2.063718821,7095.019,288.267944,2,A
91085,2.065419501,7098.050,360.681763,7,B
91159,2.067097506,7101.042,432.160400,3,A
91234,2.068798186,7104.077,504.635712,8,B
91308,2.070476190,7107.072,576.175049,4,A
91383,2.072176871,7110.109,648.711853,9,B
91457,2.073854875,7113.107,0.311936,0,A
91532,2.075555556,7116.147,72.910378,5,B
91606,2.077233560,7119.148,144.571259,1,A
91680,2.078911565,7122.150,216.262344,6,B
91755,2.080612245,7125.194,288.953094,2,A
91829,2.082290249,7128.199,360.705078,7,B
91903,2.083968254,7131.206,432.487305,3,A
91977,2.085646259,7134.214,504.299835,8,B
92051,2.087324263,7137.224,576.142639,4,A
92125,2.089002268,7140.234,648.015747,9,B
92200,2.090702948,7143.287,0.891072,0,A
92274,2.092380952,7146.300,72.825249,5,B
92348,2.094058957,7149.314,144.789764,1,A
92422,2.095736961,7152.331,216.784653,6,B
92496,2.097414966,7155.349,288.809906,2,A
92570,2.099092971,7158.368,360.865570,7,B
92644,2.100770975,7161.388,432.951599,3,A
92717,2.102426304,7164.369,504.093323,8,B
92791,2.104104308,7167.392,576.239807,4,A
92865,2.105782313,7170.416,648.416748,9,B
92939,2.107460317,7173.442,0.624114,0,A
93013,2.109138322,7176.469,72.861969,5,B
93086,2.110793651,7179.457,144.153503,1,A
93160,2.112471655,7182.487,216.451935,6,B
93234,2.114149660,7185.518,288.780884,2,A
93307,2.115804989,7188.510,360.162292,7,B
93381,2.117482993,7191.544,432.551880,3,A
93455,2.119160998,7194.579,504.972046,8,B
93528,2.120816327,7197.575,576.443481,4,A
93602,2.122494331,7200.612,648.924377,9,B
93675,2.124149660,7203.611,0.455749,0,A
93748,2.125804989,7206.611,72.016922,5,B
93822,2.127482993,7209.653,144.588791,1,A
93895,2.129138322,7212.655,216.209991,6,B
93969,2.130816327,7215.700,288.842743,2,A
94042,2.132471655,7218.705,360.523987,7,B
94115,2.134126984,7221.711,432.235107,3,A
94189,2.135804989,7224.760,504.959045,8,B
94262,2.137460317,7227.769,576.730347,4,A
94335,2.139115646,7230.779,648.531494,9,B
94408,2.140770975,7233.791,0.362546,0,A
94481,2.142426304,7236.803,72.223526,5,B
94554,2.144081633,7239.818,144.114441,1,A
94627,2.145736961,7242.833,216.035294,6,B
94701,2.147414966,7245.892,288.971924,2,A
94774,2.149070295,7248.909,360.953125,7,B
94847,2.150725624,7251.929,432.964294,3,A
94919,2.152358277,7254.908,504.018372,8,B
94992,2.154013605,7257.930,576.089111,4,A
95065,2.155668934,7260.953,648.189941,9,B
95138,2.157324263,7263.978,0.320731,0,A
95211,2.158979592,7267.003,72.481590,5,B
95284,2.160634921,7270.030,144.672501,1,A
95357,2.162290249,7273.059,216.893494,6,B
95429,2.163922902,7276.046,288.154602,2,A
95502,2.165578231,7279.077,360.435364,7,B
95575,2.167233560,7282.110,432.746246,3,A
95647,2.168866213,7285.102,504.096039,8,B
95720,2.170521542,7288.136,576.466736,4,A
95793,2.172176871,7291.172,648.867615,9,B
95865,2.173809524,7294.168,0.306204,0,A
95938,2.175464853,7297.206,72.766975,5,B
96010,2.177097506,7300.205,144.264694,1,A
96083,2.178752834,7303.246,216.785446,6,B
96155,2.180385488,7306.246,288.342346,2,A
96228,2.182040816,7309.290,360.923096,7,B
96300,2.183673469,7312.293,432.539215,3,A
96372,2.185306122,7315.297,504.184753,8,B
96445,2.186961451,7318.344,576.855408,4,A
96517,2.188594104,7321.352,648.560242,9,B
96589,2.190226757,7324.359,0.294549,0,A
96661,2.191859410,7327.368,72.058311,5,B
96734,2.193514739,7330.421,144.848907,1,A
96806,2.195147392,7333.432,216.672058,6,B
96878,2.196780045,7336.444,288.524719,2,A
96950,2.198412698,7339.459,360.406891,7,B
97022,2.200045351,7342.475,432.318604,3,A
97094,2.201678005,7345.491,504.259888,8,B
97166,2.203310658,7348.509,576.230713,4,A
97238,2.204943311,7351.528,648.231079,9,B
97310,2.206575964,7354.548,0.261037,0,A
97382,2.208208617,7357.569,72.320587,5,B
97454,2.209841270,7360.592,144.409744,1,A
97526,2.211473923,7363.616,216.528519,6,B
97598,2.213106576,7366.641,288.676910,2,A
97670,2.214739229,7369.667,360.854950,7,B
97741,2.216349206,7372.652,432.059540,3,A
97813,2.217981859,7375.681,504.296478,8,B
